name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Rental unit in Vienna · ★4.66 · 1 bedroom · 1 bed · 1 bath,Anna,Landstra§e,48.19632,16.41021,Entire home/apt,60,2,59,0.79,2,302,12
Rental unit in Vienna · ★4.56 · 2 bedrooms · 2 beds · 1 bath,Philip,Floridsdorf,48.25545,16.39567,Entire home/apt,85,1,52,0.7,1,268,0
Rental unit in Vienna · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,Caroline Andrea,Donaustadt,48.23869,16.42952,Entire home/apt,107,3,100,1.35,1,144,27
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Roland,Wieden,48.19723,16.37186,Entire home/apt,89,3,1,0.02,1,0,0
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,Simona,Wieden,48.18897,16.36568,Private room,39,30,10,0.13,1,83,0
Rental unit in Vienna · ★4.69 · 1 bedroom · 2 beds · 2.5 baths,Sandra,Rudolfsheim-Fnfhaus,48.19187,16.33122,Private room,49,1,38,0.5,1,0,0
Rental unit in Vienna · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,Milka,Mariahilf,48.193590607347815,16.351789471172584,Private room,46,1,13,0.18,2,89,3
Rental unit in Vienna · ★4.93 · 2 bedrooms · 3 beds · 1.5 baths,Alp,Simmering,48.17839,16.41165,Entire home/apt,198,2,40,0.6,7,280,4
Rental unit in Vienna · 2 bedrooms · 2 beds · 1 bath,Ellena,Dbling,48.24375,16.35638,Entire home/apt,62,1,1,0.01,1,0,0
Rental unit in Vienna · ★4.85 · 2 bedrooms · 3 beds · 1 shared bath,Vinzenz,Rudolfsheim-Fnfhaus,48.19568,16.33309,Private room,45,1,13,0.17,1,0,0
Rental unit in Vienna · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,Assefash,Neubau,48.19863,16.35033,Private room,54,3,61,0.85,1,70,18
Rental unit in Vienna · ★4.53 · Studio · 1 bed · 1 bath,Karina,Leopoldstadt,48.22007,16.40326,Entire home/apt,44,1,15,0.2,1,0,0
Guest suite in Vienna · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,Pavel,Donaustadt,48.25901,16.43607,Private room,29,1,171,2.28,2,173,25
Condo in Vienna · 1 bedroom · 1 bed · 1 private bath,Ashley,Josefstadt,48.20934,16.34671,Private room,40,1,1,0.01,1,0,0
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Silvia,Brigittenau,48.23366,16.36928,Entire home/apt,100,3,3,0.04,3,303,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Silvia,Landstra§e,48.19801,16.40186,Entire home/apt,98,3,5,0.07,3,118,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Francesca,Ottakring,48.21351,16.33827,Private room,20,7,2,0.03,1,0,0
Serviced apartment in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Susanne,Ottakring,48.216423,16.312185,Entire home/apt,118,2,5,0.08,3,278,2
Rental unit in Vienna · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Nicolas,Wieden,48.19064,16.37984,Entire home/apt,84,3,11,0.15,1,0,0
Guest suite in Vienna · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Pavel,Floridsdorf,48.25886,16.43455,Private room,29,1,180,2.39,2,156,30
Rental unit in Vienna · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,Konstantin,Hietzing,48.17683,16.27064,Private room,40,1,103,1.47,2,346,6
Rental unit in Vienna · ★4.63 · 1 bedroom · 3 beds · 1.5 baths,Gerrit,Leopoldstadt,48.21695,16.38434,Entire home/apt,74,1,232,3.06,5,326,57
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Andrea,Margareten,48.1855,16.35738,Entire home/apt,99,14,32,0.46,1,142,2
Rental unit in Vienna · ★4.50 · 1 bedroom · 1 bed · 3 shared baths,Dominik,Rudolfsheim-Fnfhaus,48.1899,16.33712,Private room,40,1,313,4.14,6,46,62
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Katharina,Wieden,48.19287,16.36325,Private room,31,2,6,0.08,1,0,0
Rental unit in Vienna · ★4.18 · 1 bedroom · 1 bed · 1 bath,Nadina,Leopoldstadt,48.22444,16.38778,Entire home/apt,92,3,58,0.77,15,345,12
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Pat,Penzing,48.19149,16.31788,Private room,29,14,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.69 · 1 bedroom · 1 bed · 1 bath,Micky,Leopoldstadt,48.22377,16.40726,Entire home/apt,58,2,411,5.44,6,260,98
Rental unit in Vienna · ★4.60 · 2 bedrooms · 2 beds · 1 bath,Beate,Brigittenau,48.2331,16.37414,Entire home/apt,100,5,10,0.14,1,98,0
Rental unit in Vienna · ★4.89 · 1 bedroom · 1 bed · 1 bath,Eva & Friends,Wieden,48.20007,16.36735,Entire home/apt,131,1,388,5.22,23,334,71
Home in Vienna · 2 bedrooms · 3 beds · 1 bath,Ulf,Donaustadt,48.21668,16.44325,Entire home/apt,123,4,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.86 · 2 bedrooms · 2 beds · 1 bath,Isa,Margareten,48.18465,16.35315,Entire home/apt,51,2,7,0.09,1,0,0
Rental unit in Vienna · ★5.0 · 2 bedrooms · 1 bed · 2 shared baths,Alexander,Leopoldstadt,48.21563,16.38319,Private room,28,2,14,0.19,2,0,0
Rental unit in Vienna · Studio · 2 beds · 1 bath,Tobias,Leopoldstadt,48.21788,16.40564,Entire home/apt,48,3,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.92 · 1 bedroom · 1 bed · 1 bath,Renate,Alsergrund,48.2293,16.35582,Entire home/apt,48,20,24,0.35,7,281,6
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Anna & Vladan,Innere Stadt,48.21386,16.36213,Entire home/apt,168,1,8,0.11,55,295,3
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 shared baths,Barbora,Ottakring,48.21659,16.30676,Private room,25,2,1,0.01,1,0,0
Rental unit in Vienna · ★4.50 · 3 bedrooms · 7 beds · 2.5 baths,Linda,Penzing,48.18819,16.31005,Entire home/apt,197,2,16,0.21,3,329,8
Rental unit in Vienna · 2 bedrooms · 5 beds · 1.5 baths,Zoia,Josefstadt,48.20745,16.34575,Entire home/apt,60,2,2,0.03,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 shared baths,Marlene,Wieden,48.19093,16.37106,Private room,29,2,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Sara,Rudolfsheim-Fnfhaus,48.20152,16.33603,Entire home/apt,40,2,4,0.06,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Valbert,Landstra§e,48.2016,16.38691,Private room,40,2,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.20 · 1 bedroom · 1 bed · 1 bath,Ben,Wieden,48.18826,16.37369,Entire home/apt,6000,2,16,0.21,1,90,0
Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,Ivan,Wieden,48.19672,16.36469,Private room,40,2,3,0.04,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Roland,Leopoldstadt,48.21815,16.40404,Entire home/apt,60,1,2,0.03,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Tabea,Mariahilf,48.19137,16.34552,Private room,30,5,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.41 · Studio · 2 beds · 1 bath,Nina,Landstra§e,48.19801,16.38012,Entire home/apt,65,30,98,1.31,6,257,13
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,Martin,Leopoldstadt,48.22459,16.37069,Private room,40,2,34,0.45,1,0,0
Rental unit in Vienna · 2 bedrooms · 4 beds · 1 bath,Beate,Leopoldstadt,48.21812,16.37926,Entire home/apt,80,7,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.64 · 3 bedrooms · 7 beds · 2.5 baths,Harry,Innere Stadt,48.2141,16.37188,Entire home/apt,289,2,290,3.86,29,262,48
Rental unit in Vienna · 2 bedrooms · 1 bed · 1 bath,Emanuel,Floridsdorf,48.27809,16.40919,Entire home/apt,28,3,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Karin,Leopoldstadt,48.22682,16.39669,Entire home/apt,55,30,5,0.07,5,218,0
Rental unit in Vienna · ★4.57 · 3 bedrooms · 5 beds · 2.5 baths,Christoph,Neubau,48.20131,16.34194,Entire home/apt,174,2,348,4.63,2,49,57
Rental unit in Vienna · ★4.81 · 1 bedroom · 2 beds · 1.5 baths,Boris,Rudolfsheim-Fnfhaus,48.19991,16.33647,Entire home/apt,40,3,201,2.68,9,210,58
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Silke,Neubau,48.20126,16.34062,Private room,24,1,0,1.6300273504273504,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Nana,Margareten,48.18294,16.36133,Private room,25,2,2,0.03,3,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Hannah,Hernals,48.21584,16.33609,Private room,30,2,3,0.04,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Roxane,Neubau,48.20262,16.34176,Private room,30,1,15,0.2,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Piet,Neubau,48.20182,16.34497,Private room,40,2,7,0.09,1,0,0
Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,Franziska,Hernals,48.21622,16.33951,Private room,15,4,4,0.05,1,0,0
Rental unit in Vienna · ★0.0 · 1 bedroom · 1 bed · 1 bath,Heidi,Landstra§e,48.2094,16.38944,Entire home/apt,50,9,3,0.04,1,0,0
Rental unit in Vienna · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,Iris,Rudolfsheim-Fnfhaus,48.1838,16.33094,Private room,25,3,9,0.12,1,0,0
Rental unit in Vienna · ★4.27 · 1 bedroom · 1 bed · 1 bath,Eileen,Ottakring,48.21222,16.30647,Entire home/apt,88,1,22,0.29,1,0,7
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Sofia,Alsergrund,48.21569,16.34861,Private room,20,2,6,0.08,1,0,0
Loft in Vienna · Studio · 2 beds · 1 bath,Hanna,Mariahilf,48.19666,16.35172,Entire home/apt,39,4,0,1.6300273504273504,3,0,0
Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,Jana,Whring,48.22869,16.34833,Entire home/apt,20,1,1,0.01,1,0,0
Rental unit in Vienna · ★4.85 · 1 bedroom · 3 beds · 1 bath,Silvia,Rudolfsheim-Fnfhaus,48.19981,16.31891,Entire home/apt,70,1,401,5.31,2,242,87
Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 bath,Margarita,Leopoldstadt,48.21943,16.37379,Entire home/apt,110,1,37,0.5,8,311,1
Rental unit in Vienna · ★4.90 · 1 bedroom · 1 bed · 1 bath,Rosl,Brigittenau,48.22979,16.36471,Entire home/apt,46,2,152,2.06,1,4,24
Rental unit in Vienna · ★4.50 · 1 bedroom · 1 bed · 1 bath,Sara Maria,Meidling,48.18433,16.32114,Entire home/apt,21,2,10,0.13,1,0,0
Rental unit in Vienna · ★4.86 · 2 bedrooms · 2 beds · 1 bath,Kemal,Rudolfsheim-Fnfhaus,48.18516,16.32768,Entire home/apt,142,2,115,1.86,8,262,25
Rental unit in Vienna · ★4.57 · 1 bedroom · 1 bed · 1 bath,Lena,Landstra§e,48.20952,16.39064,Entire home/apt,61,4,22,0.36,1,0,0
Loft in Vienna · ★4.88 · 2 bedrooms · 2 beds · 1 private bath,Arleziana,Mariahilf,48.19766,16.35541,Private room,120,4,34,0.46,1,0,0
Rental unit in Vienna · ★4.72 · 2 bedrooms · 2 beds · 1 bath,Monika,Brigittenau,48.23495,16.36502,Entire home/apt,60,3,58,0.79,1,117,5
Rental unit in Vienna · Studio · 1 bed · 2 baths,Cx,Neubau,48.20297,16.33998,Private room,23,2,1,0.01,1,0,0
Rental unit in Vienna · ★4.72 · 2 bedrooms · 4 beds · 1 private bath,Wolfgang,Penzing,48.18842,16.3039,Private room,120,2,47,0.64,6,338,10
Rental unit in Vienna · ★4.38 · 2 bedrooms · 5 beds · 1.5 baths,Marko,Landstra§e,48.19346,16.38939,Entire home/apt,80,1,13,0.17,2,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Valen,Margareten,48.18366,16.36364,Private room,17,4,9,0.12,2,0,0
Rental unit in Vienna · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,Márton,Wieden,48.18714,16.37422,Private room,30,3,27,0.36,1,0,0
Rental unit in Vienna · 2 bedrooms · 1 bed · 1 shared bath,Fadime,Meidling,48.18108,16.34445,Private room,20,2,0,1.6300273504273504,1,0,0
Rental unit in Vienna · 2 bedrooms · 1 bed · 1 shared bath,Ulli,Josefstadt,48.2149,16.34253,Private room,10,7,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,Svenja,Landstra§e,48.2026,16.3989,Private room,20,2,26,0.35,1,0,0
Rental unit in Vienna · ★4.94 · 1 bedroom · 1 bed · 1 bath,Uschi,Rudolfsheim-Fnfhaus,48.19871,16.32506,Entire home/apt,75,1,81,1.1,1,253,10
Rental unit in Vienna · ★4.33 · 1 bedroom · 1 bed · 1 bath,Georgij,Rudolfsheim-Fnfhaus,48.19356,16.33155,Entire home/apt,25,2,3,0.04,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Laura,Josefstadt,48.21158,16.34788,Private room,18,1,3,0.04,1,0,0
Rental unit in Vienna · ★4.95 · Studio · 2 beds · 1 bath,Margaretha,Alsergrund,48.22111,16.36042,Entire home/apt,63,1,43,0.58,1,0,1
Rental unit in Vienna · ★4.84 · 2 bedrooms · 4 beds · 1 bath,Josef,Rudolfsheim-Fnfhaus,48.18869,16.3316,Entire home/apt,135,4,97,1.32,24,263,12
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Melissa,Brigittenau,48.23176,16.36674,Entire home/apt,35,5,0,1.6300273504273504,1,0,0
Rental unit in Vienna · Studio · 2 beds · 1 private bath,Uma U Klaus,Alsergrund,48.22947,16.35227,Private room,98,7,0,1.6300273504273504,1,362,0
Rental unit in Vienna · ★4.52 · 1 bedroom · 2 beds · 1 shared bath,Benjamin,Penzing,48.19756,16.29086,Private room,26,1,75,1.01,1,0,0
Rental unit in Vienna · ★4.90 · 1 bedroom · 2 beds · 1 bath,Margit,Landstra§e,48.19789,16.40212,Entire home/apt,91,3,59,0.79,1,105,8
Place to stay in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Walter,Margareten,48.18453,16.36219,Entire home/apt,95,7,4,0.05,1,323,1
Rental unit in Vienna · ★4.97 · 2 bedrooms · 2 beds · 1 shared bath,Judith,Mariahilf,48.19018,16.35132,Private room,25,2,33,0.44,1,0,0
Rental unit in Vienna · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,Ana,Neubau,48.20338,16.35318,Private room,80,4,107,1.45,1,78,13
Rental unit in Vienna · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,Shelley,Innere Stadt,48.20909,16.36988,Private room,77,1,283,3.8,2,49,48
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Alex,Leopoldstadt,48.21596,16.3912,Entire home/apt,58,3,1,0.02,1,0,0
Rental unit in Vienna · ★4.75 · 3 bedrooms · 3 beds · 1.5 baths,Mihai,Dbling,48.2441,16.3413,Entire home/apt,99,3,5,0.07,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Angelika,Leopoldstadt,48.22034,16.39858,Entire home/apt,50,2,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★5.0 · 2 bedrooms · 5 beds · 1 bath,Patrick,Dbling,48.23712,16.35411,Entire home/apt,123,3,4,0.06,1,0,0
Home in Vienna · ★4.78 · 2 bedrooms · 4 beds · 1 bath,Lea And Jonny,Donaustadt,48.20554,16.52279,Entire home/apt,69,2,38,0.51,1,232,14
Rental unit in Vienna · ★4.76 · 2 bedrooms · 2 beds · 1 bath,Anna & Vladan,Innere Stadt,48.20695,16.37731,Entire home/apt,245,1,114,1.53,55,265,26
Rental unit in Vienna · ★4.92 · Studio · 1 bed · 1 bath,Marcel,Ottakring,48.21601,16.30611,Entire home/apt,49,3,60,0.81,1,0,0
Rental unit in Vienna · ★4.86 · 1 bedroom · 2 beds · 1.5 baths,Thomas,Brigittenau,48.23108,16.38769,Entire home/apt,70,3,139,1.88,1,317,26
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Costanza,Alsergrund,48.223639041085455,16.353276287432493,Entire home/apt,100,3,3,2.5,1,2,3
Rental unit in Vienna · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Lisa,Whring,48.23135,16.35198,Private room,15,2,5,0.07,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Hannah,Neubau,48.20579,16.34177,Private room,28,2,3,0.04,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 private bath,Dana,Leopoldstadt,48.21804,16.40543,Private room,25,4,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.56 · 1 bedroom · 2 beds · 1 bath,Sascha & Marina,Meidling,48.17757,16.32669,Entire home/apt,68,1,277,3.7,41,339,34
Rental unit in Vienna · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,Easy Flat TEAM,Margareten,48.19259,16.35518,Entire home/apt,200,1,66,0.89,49,328,1
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Lisa,Josefstadt,48.21128,16.35311,Entire home/apt,79,3,19,0.27,1,0,0
Rental unit in Vienna · Studio · 1 bed · 1 bath,Sebastian,Josefstadt,48.21285,16.34102,Entire home/apt,60,4,1,0.01,1,0,0
Rental unit in Vienna · ★4.93 · 1 bedroom · 2 beds · 1 bath,Manuela,Leopoldstadt,48.21673,16.38138,Entire home/apt,103,2,30,0.4,1,159,14
Rental unit in Vienna · ★4.85 · 2 bedrooms · 2 beds · 1 bath,Birgit,Ottakring,48.21406,16.30745,Entire home/apt,92,3,39,0.59,21,296,7
Rental unit in Vienna · ★4.45 · 2 bedrooms · 2 beds · 1 bath,Birgit,Alsergrund,48.21735,16.34226,Entire home/apt,98,3,69,1.0,21,304,20
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Kevin,Whring,48.22752,16.33818,Entire home/apt,40,4,1,0.01,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Luka,Favoriten,48.1717,16.37693,Private room,30,1,7,0.09,1,0,0
Rental unit in Vienna · ★4.67 · 3 bedrooms · 3 beds · 2 baths,Birgit,Hernals,48.21559,16.34008,Entire home/apt,161,3,75,1.13,21,263,22
Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,Paul,Josefstadt,48.21009,16.3439,Entire home/apt,50,1,2,0.03,1,0,0
Rental unit in Vienna · ★4.67 · 2 bedrooms · 1 bed · 2.5 shared baths,Ognjen,Whring,48.22809,16.34519,Private room,18,1,3,0.04,1,0,0
Rental unit in Vienna · 2 bedrooms · 3 beds · 1 bath,Ariane,Penzing,48.19825,16.30562,Entire home/apt,50,7,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,Julia,Josefstadt,48.21249,16.35546,Private room,41,2,14,0.19,1,0,0
Rental unit in Vienna · 2 bedrooms · 2 beds · 1 bath,Jo,Donaustadt,48.22076,16.46562,Entire home/apt,75,1,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.78 · 2 bedrooms · 3 beds · 1 bath,Birgit,Leopoldstadt,48.22244,16.39968,Entire home/apt,87,3,59,0.82,21,128,22
Rental unit in Vienna · ★4.69 · 1 bedroom · 2 beds · 1 bath,Michael,Meidling,48.17972,16.33342,Entire home/apt,80,5,63,0.87,1,82,7
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Ascan,Leopoldstadt,48.22757,16.39412,Entire home/apt,39,4,7,0.09,1,0,0
Rental unit in Vienna · ★4.91 · Studio · 1 bed · 1 bath,Renate,Alsergrund,48.2279,16.35795,Entire home/apt,45,21,33,0.45,7,334,6
Rental unit in Vienna · ★4.65 · 1 bedroom · 1 bed · 1 bath,Margarita,Leopoldstadt,48.22114,16.37408,Entire home/apt,93,1,77,1.04,8,317,4
Rental unit in Vienna · 2 bedrooms · 3 beds · 1 bath,Franziska,Whring,48.23829,16.31537,Entire home/apt,76,2,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.70 · 1 bedroom · 2 beds · Half-bath,Nini,Dbling,48.23608,16.35352,Entire home/apt,64,2,98,1.35,1,165,29
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Nemanja,Rudolfsheim-Fnfhaus,48.18956,16.33314,Private room,17,1,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.97 · 3 bedrooms · 7 beds · 2 baths,Christian,Innere Stadt,48.21117,16.37106,Entire home/apt,361,1,115,1.61,2,249,37
Rental unit in Vienna · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,Felix,Leopoldstadt,48.21902,16.39832,Private room,33,4,12,0.16,1,0,0
Rental unit in Vienna · ★4.64 · 3 bedrooms · 5 beds · 1 bath,Birgit,Leopoldstadt,48.22312,16.39926,Entire home/apt,118,3,89,1.27,21,271,35
Rental unit in Vienna · ★4.77 · 3 bedrooms · 6 beds · 1 bath,Birgit,Leopoldstadt,48.22285,16.39969,Entire home/apt,154,3,74,1.12,21,292,22
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 shared baths,Felix,Alsergrund,48.22871,16.35167,Private room,27,3,2,0.03,2,0,0
Rental unit in Vienna · ★4.64 · 1 bedroom · 1 bed · 1 bath,Margarita,Leopoldstadt,48.22122,16.37315,Entire home/apt,110,1,66,0.89,8,299,2
Rental unit in Vienna · ★4.88 · 1 bedroom · 2 beds · 1 shared bath,Nathan,Leopoldstadt,48.21445,16.37669,Private room,20,5,17,0.23,1,0,0
Condo in Vienna · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,Siu Hing,Dbling,48.24504,16.35597,Private room,29,28,50,0.67,3,184,19
Rental unit in Vienna · ★4.87 · 2 bedrooms · 5 beds · 1.5 baths,Siegfried,Ottakring,48.20989,16.33055,Entire home/apt,118,1,236,3.19,4,280,31
Rental unit in Vienna · ★4.82 · Studio · 1 bed · 1 bath,Andrea,Landstra§e,48.20816,16.38644,Entire home/apt,53,3,62,0.85,2,0,0
Rental unit in Vienna · 2 bedrooms · 2 beds · 1.5 baths,Marc,Meidling,48.18062,16.33145,Entire home/apt,32,1,2,0.03,1,0,0
Rental unit in Vienna · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,Carmen,Rudolfsheim-Fnfhaus,48.19995,16.33361,Entire home/apt,99,6,5,0.07,1,0,0
Rental unit in Vienna · ★4.92 · 2 bedrooms · 2 beds · 1 bath,Iris,Margareten,48.19489,16.35769,Entire home/apt,68,30,99,1.35,1,152,1
Rental unit in Vienna · ★4.93 · 1 bedroom · 2 beds · 1.5 baths,Jürgen,Favoriten,48.176327,16.370699,Entire home/apt,78,2,297,4.08,1,111,62
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Catherine,Hietzing,48.1735,16.29049,Entire home/apt,89,2,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Katharina,Ottakring,48.21391,16.31589,Private room,65,1,50,0.68,2,40,18
Rental unit in Vienna · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,Dimitra,Hernals,48.21631,16.34064,Private room,35,2,14,0.19,1,0,0
Home in Vienna · ★4.60 · 2 bedrooms · 3 beds · 1 bath,Anita,Hernals,48.23125,16.30944,Entire home/apt,160,5,5,0.08,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Harry,Rudolfsheim-Fnfhaus,48.19435,16.33297,Entire home/apt,60,28,8,0.13,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,Mateusz,Neubau,48.20315,16.34633,Private room,25,3,1,0.01,1,0,0
Rental unit in Vienna · ★4.78 · 2 bedrooms · 2 beds · 2 baths,Maryna,Landstra§e,48.21091,16.38692,Entire home/apt,140,10,179,2.43,3,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Kati,Neubau,48.1994,16.34229,Entire home/apt,50,14,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Simon,Rudolfsheim-Fnfhaus,48.19287,16.33199,Entire home/apt,34,3,18,0.27,1,0,0
Home in Vienna · ★4.25 · 3 bedrooms · 4 beds · 1.5 baths,Tiep,Donaustadt,48.24733,16.48917,Entire home/apt,45,2,4,0.06,1,0,0
Rental unit in Vienna · ★4.97 · 1 bedroom · 1 bed · 1 bath,Thomas,Whring,48.23017,16.34933,Entire home/apt,78,2,59,0.82,2,0,10
